idx,path,jurisdiction,jur_ok,jur_suggest,practice,prac_ok,prac_suggest,note,ft_read,ft_jur_check,ft_prac_check,ft_note,applied
2120,general/general/skills/liable-party-identification/SKILL.md,general,ok,,general,ok,,,,,,,
2121,general/general/skills/local-counsel-manager-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2122,general/general/skills/local-first-legal-workspace/SKILL.md,general,ok,,general,ok,,,,,,,
2123,general/general/skills/master-claude-for-legal/SKILL.md,general,ok,,general,ok,,,,,,,
2124,general/general/skills/matter-briefing-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2125,general/general/skills/matter-close-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2126,general/general/skills/matter-intake-scoping-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2127,general/general/skills/matter-intake-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2128,general/general/skills/matter-journal/SKILL.md,general,ok,,general,ok,,,,,,,
2129,general/general/skills/matter-plan-builder-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2130,general/general/skills/matter-workspace-24/SKILL.md,general,ok,,general,ok,,,,,,,
2131,general/general/skills/matter-workspace-26/SKILL.md,general,ok,,general,ok,,,,,,,
2132,general/general/skills/matter-workspace-28/SKILL.md,general,ok,,general,ok,,,,,,,
2133,general/general/skills/matter-workspace-4/SKILL.md,general,ok,,general,ok,,,,,,,
2134,general/general/skills/matter-workspace-anthropics/SKILL.md,general,ok,,general,ok,,,,,,,
2135,general/general/skills/matter-workspace-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2136,general/general/skills/matter-workspace-zhou210712/SKILL.md,general,ok,,general,ok,,,,,,,
2137,general/general/skills/meeting-briefing-anthropic/SKILL.md,general,ok,,general,ok,,,,,,,
2138,general/general/skills/memo-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2139,general/general/skills/memo/SKILL.md,general,ok,,general,ok,,,,,,,
2140,general/general/skills/output-alltagssprache-de/SKILL.md,general,ok,,general,ok,,,,,,,
2141,general/general/skills/output-generator/SKILL.md,general,ok,,general,ok,,,,,,,
2142,general/general/skills/outside-counsel-billing-and-performance-reviewer-carl-ditzler/SKILL.md,general,ok,,general,ok,,,,,,,
2143,general/general/skills/pdf-processing-openai/SKILL.md,general,ok,,general,ok,,,,,,,
2144,general/general/skills/plain-language-letters-anthropics/SKILL.md,general,ok,,general,ok,,,,,,,
2145,general/general/skills/plain-language-letters-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2146,general/general/skills/plain-language-letters-zhou210712/SKILL.md,general,ok,,general,ok,,,,,,,
2147,general/general/skills/plain-language-letters/SKILL.md,general,ok,,general,ok,,,,,,,
2148,general/general/skills/policy-application-checker-2/SKILL.md,general,ok,,general,ok,,,,,,,
2149,general/general/skills/policy-manual/SKILL.md,general,ok,,general,ok,,,,,,,
2150,general/general/skills/policy-monitor/SKILL.md,general,ok,,general,ok,,,,,,,
2151,general/general/skills/policy-starter-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2152,general/general/skills/policy-starter/SKILL.md,general,ok,,general,ok,,,,,,,
2153,general/general/skills/policy-summary/SKILL.md,general,ok,,general,ok,,,,,,,
2154,general/general/skills/portfolio-status-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2155,general/general/skills/privacy-scope-guard/SKILL.md,general,ok,,general,ok,,,,,,,
2156,general/general/skills/project-summary/SKILL.md,general,ok,,general,ok,,,,,,,
2157,general/general/skills/quality-checker/SKILL.md,general,ok,,general,ok,,,,,,,
2158,general/general/skills/redlines/SKILL.md,general,ok,,general,ok,,,,,,,
2159,general/general/skills/research-start-anthropics/SKILL.md,general,ok,,general,ok,,,,,,,
2160,general/general/skills/research-start-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2161,general/general/skills/research-start/SKILL.md,general,ok,,general,ok,,,,,,,
2162,general/general/skills/resource-planner-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2163,general/general/skills/review-learning-loop/SKILL.md,general,ok,,general,ok,,,,,,,
2164,general/general/skills/review-opinion-generator/SKILL.md,general,ok,,general,ok,,,,,,,
2165,general/general/skills/risk-analysis/SKILL.md,general,ok,,general,ok,,,,,,,
2166,general/general/skills/risk-and-issues-manager-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2167,general/general/skills/risk-assessment/SKILL.md,general,ok,,general,ok,,,,,,,
2168,general/general/skills/run2-pdf-field-mapping/SKILL.md,general,ok,,general,ok,,,,,,,
2169,general/general/skills/scope-change-controller-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2170,general/general/skills/security-review-openai/SKILL.md,general,ok,,general,ok,,"security-review-openai — это ревью безопасности КОДА (python/js/go), не юридический скилл; general как catch-all",,,,,
2171,general/general/skills/self-improving-legal/SKILL.md,general,ok,,general,ok,,,,,,,
2172,general/general/skills/semester-handoff-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2173,general/general/skills/semester-handoff-zhou210712/SKILL.md,general,ok,,general,ok,,,,,,,
2174,general/general/skills/semester-handoff/SKILL.md,general,ok,,general,ok,,,,,,,
2175,general/general/skills/side-by-side-legal-translation/SKILL.md,general,ok,,general,ok,,,,,,,
2176,general/general/skills/skill-creator-openai/SKILL.md,general,ok,,general,ok,,"skill-creator — мета-инструмент создания скиллов, не юридический; general catch-all",,,,,
2177,general/general/skills/skills-q-a/SKILL.md,general,ok,,general,ok,,,,,,,
2178,general/general/skills/skills-qa/SKILL.md,general,ok,,general,ok,,,,,,,
2179,general/general/skills/socratico/SKILL.md,general,ok,,general,ok,,,,,,,
2180,general/general/skills/sort-my-legal-inbox/SKILL.md,general,ok,,general,ok,,,,,,,
2181,general/general/skills/specialized-legal-billing-time-tracking/SKILL.md,general,ok,,general,ok,,,,,,,
2182,general/general/skills/specialized-legal-client-intake/SKILL.md,general,ok,,general,ok,,,,,,,
2183,general/general/skills/stakeholder-comms-planner-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2184,general/general/skills/status-report-drafter-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2185,general/general/skills/statute-analysis-rafal-fryc-hardened/SKILL.md,general,ok,,general,ok,,,,,,,
2186,general/general/skills/summarize-files/SKILL.md,general,ok,,general,ok,,,,,,,
2187,general/general/skills/superdoc-redlines/SKILL.md,general,ok,,general,ok,,,,,,,
2188,general/general/skills/tabular-review-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2189,general/general/skills/template-create/SKILL.md,general,ok,,general,ok,,,,,,,
2190,general/general/skills/text-provenance/SKILL.md,general,ok,,general,ok,,,,,,,
2191,general/general/skills/timeline-generator-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2192,general/general/skills/timesheet-entry/SKILL.md,general,ok,,general,ok,,,,,,,
2193,general/general/skills/tone-diplomatic/SKILL.md,general,ok,,general,ok,,,,,,,
2194,general/general/skills/tone-modes/SKILL.md,general,ok,,general,ok,,,,,,,
2195,general/general/skills/traduccion-juridica-espanol-ingles/SKILL.md,general,ok,,general,ok,,,,,,,
2196,general/general/skills/tribunal/SKILL.md,general,ok,,general,ok,,"tribunal — игровой скилл (вымышленная 'Vila'), не реальное право; general catch-all",,,,,
2197,general/general/skills/trusted-sources/SKILL.md,general,ok,,general,ok,,,,,,,
2198,general/general/skills/using-legal-toolkit/SKILL.md,general,ok,,general,ok,,,,,,,
2199,general/general/skills/verdict/SKILL.md,general,ok,,general,ok,,"verdict — игровой скилл (objection/cross-examination), не реальное право; general catch-all",,,,,
2200,general/general/skills/web-researcher/SKILL.md,general,ok,,general,ok,,,,,,,
2201,general/general/skills/white-swan/SKILL.md,general,ok,,general,ok,,,,,,,
2202,general/general/skills/writing-legal/SKILL.md,general,ok,,general,ok,,,,,,,
2203,general/general/skills/xlsx-processing-openai/SKILL.md,general,ok,,general,ok,,"xlsx-processing (OpenAI) — общий инструмент таблиц, не юридический; general catch-all",,,,,
2204,general/general/skills/xref/SKILL.md,general,ok,,general,ok,,,,,,,
2205,general/healthcare/skills/regulatory-drafting/SKILL.md,general,ok,,healthcare,ok,,title='COPYRIGHT NOTICE' (баг метаданных); healthcare regulatory drafting ok,,,,,
2206,general/insurance/skills/claims-material-check-life-insurance-assistant/SKILL.md,general,ok,,insurance,ok,,,,,,,
2207,general/insurance/skills/compliance-audit-insurance/SKILL.md,general,ok,,insurance,ok,,,,,,,
2208,general/insurance/skills/death-coverage-scope-judgment-assistant/SKILL.md,general,ok,,insurance,ok,,,,,,,
2209,general/ip/skills/agentische-datenbank-recherche/SKILL.md,general,ok,,ip,ok,,,,,,,
2210,general/ip/skills/ai-copyright-skill/SKILL.md,general,ok,,ip,ok,,,,,,,
2211,general/ip/skills/assess-ip-landscape/SKILL.md,general,ok,,ip,ok,,,,,,,
2212,general/ip/skills/cease-desist-anthropics/SKILL.md,general,ok,,ip,ok,,,,,,,
2213,general/ip/skills/cease-desist-stubbi/SKILL.md,general,ok,,ip,ok,,,,,,,
2214,general/ip/skills/cease-desist/SKILL.md,general,ok,,ip,ok,,,,,,,
2215,general/ip/skills/claim-chart-stubbi/SKILL.md,general,ok,,ip,ok,,,,,,,
2216,general/ip/skills/claim-parsing/SKILL.md,general,ok,,ip,ok,,,,,,,
2217,general/ip/skills/claims-drafting/SKILL.md,general,ok,,ip,ok,,,,,,,
2218,general/ip/skills/clearance-stubbi/SKILL.md,general,ok,,ip,ok,,,,,,,
2219,general/ip/skills/clearance/SKILL.md,general,ok,,ip,ok,,,,,,,
2220,general/ip/skills/cold-start-interview-18/SKILL.md,general,ok,,ip,ok,,,,,,,
2221,general/ip/skills/cold-start-interview-zhou210712/SKILL.md,general,ok,,ip,ok,,,,,,,
2222,general/ip/skills/customize-7/SKILL.md,general,ok,,ip,ok,,,,,,,
2223,general/ip/skills/embodiment-description/SKILL.md,general,ok,,ip,ok,,,,,,,
2224,general/ip/skills/euipo-widerspruchsverfahren/SKILL.md,general,maybe,eu,ip,ok,,EUIPO-Widerspruch (Art.8 UMV) — право ЕС (Unionsmarke); jurisdiction мог бы быть eu (ср. DPMA в de/ip),yes,подтв: eu,,"EUIPO-Widerspruch (UMV 2017/1001, Unionsmarke) — право ЕС",перемещён → eu/ip/skills/euipo-widerspruchsverfahren
2225,general/ip/skills/exclusive-patent-license/SKILL.md,general,ok,,ip,ok,,,,,,,
2226,general/ip/skills/field-of-use-restriction/SKILL.md,general,ok,,ip,ok,,,,,,,
2227,general/ip/skills/figure-description/SKILL.md,general,ok,,ip,ok,,,,,,,
2228,general/ip/skills/fto-triage-anthropics/SKILL.md,general,ok,,ip,ok,,,,,,,
2229,general/ip/skills/fto-triage/SKILL.md,general,ok,,ip,ok,,,,,,,
2230,general/ip/skills/infringement-triage-stubbi/SKILL.md,general,ok,,ip,ok,,,,,,,
2231,general/ip/skills/infringement-triage/SKILL.md,general,ok,,ip,ok,,,,,,,
2232,general/ip/skills/invention-structuring/SKILL.md,general,ok,,ip,ok,,,,,,,
2233,general/ip/skills/ip-assignment/SKILL.md,general,ok,,ip,ok,,,,,,,
2234,general/ip/skills/ip-clause-review-anthropics/SKILL.md,general,ok,,ip,ok,,,,,,,
2235,general/ip/skills/ip-clause-review-stubbi/SKILL.md,general,ok,,ip,ok,,,,,,,
2236,general/ip/skills/ip-clause-review/SKILL.md,general,ok,,ip,ok,,,,,,,
2237,general/ip/skills/ip-management/SKILL.md,general,ok,,ip,ok,,,,,,,
2238,general/ip/skills/ip-research/SKILL.md,general,ok,,ip,ok,,,,,,,
2239,general/ip/skills/ipc-classification-guide/SKILL.md,general,ok,,ip,ok,,,,,,,
2240,general/ip/skills/klassifikation-cpc-ipc/SKILL.md,general,ok,,ip,ok,,,,,,,
2241,general/ip/skills/know-how-license/SKILL.md,general,ok,,ip,ok,,,,,,,
2242,general/ip/skills/legal-status-assessment/SKILL.md,general,ok,,ip,ok,,,,,,,
2243,general/ip/skills/license-analysis/SKILL.md,general,ok,,ip,ok,,,,,,,
2244,general/ip/skills/license-compliance/SKILL.md,general,ok,,ip,ok,,,,,,,
2245,general/ip/skills/linkfox-eureka-claim-data/SKILL.md,general,ok,,ip,ok,,,,,,,
2246,general/ip/skills/linkfox-eureka-claim-translated/SKILL.md,general,ok,,ip,ok,,,,,,,
2247,general/ip/skills/linkfox-eureka-patent-family/SKILL.md,general,ok,,ip,ok,,,,,,,
2248,general/ip/skills/matter-workspace-22/SKILL.md,general,ok,,ip,ok,,,,,,,
2249,general/ip/skills/open-source-license/SKILL.md,general,ok,,ip,ok,,,,,,,
2250,general/ip/skills/oss-review-anthropics/SKILL.md,general,ok,,ip,ok,,,,,,,
2251,general/ip/skills/oss-review/SKILL.md,general,ok,,ip,ok,,,,,,,
2252,general/ip/skills/patent-analysis-cat-xierluo/SKILL.md,general,ok,,ip,ok,,,,,,,
2253,general/ip/skills/patent-analysis-guide/SKILL.md,general,ok,,ip,ok,,,,,,,
2254,general/ip/skills/patent-analysis/SKILL.md,general,ok,,ip,ok,,,,,,,
2255,general/ip/skills/patent-analyst/SKILL.md,general,ok,,ip,ok,,,,,,,
2256,general/ip/skills/patent-assistant-demerzels-lab/SKILL.md,general,ok,,ip,ok,,,,,,,
2257,general/ip/skills/patent-assistant/SKILL.md,general,ok,,ip,ok,,,,,,,
2258,general/ip/skills/patent-builder/SKILL.md,general,ok,,ip,ok,,,,,,,
2259,general/ip/skills/patent-claim-mapper/SKILL.md,general,ok,,ip,ok,,,,,,,
2260,general/ip/skills/patent-digest/SKILL.md,general,ok,,ip,ok,,,,,,,
2261,general/ip/skills/patent-disclosure-skill/SKILL.md,general,ok,,ip,ok,,,,,,,
2262,general/ip/skills/patent-drafting/SKILL.md,general,ok,,ip,ok,,,,,,,
2263,general/ip/skills/patent-family-tracing/SKILL.md,general,ok,,ip,ok,,,,,,,
2264,general/ip/skills/patent-fetch/SKILL.md,general,ok,,ip,ok,,,,,,,
2265,general/ip/skills/patent-landscape/SKILL.md,general,ok,,ip,ok,,,,,,,
2266,general/ip/skills/patent-review-wanshuiyin/SKILL.md,general,ok,,ip,ok,,,,,,,
2267,general/ip/skills/patent-review/SKILL.md,general,ok,,ip,ok,,,,,,,
2268,general/ip/skills/patent-scanner/SKILL.md,general,ok,,ip,ok,,,,,,,
2269,general/ip/skills/patent-search-qq5855144/SKILL.md,general,ok,,ip,ok,,,,,,,
2270,general/ip/skills/patent-search/SKILL.md,general,ok,,ip,ok,,,,,,,
2271,general/ip/skills/patent-summary/SKILL.md,general,ok,,ip,ok,,,,,,,
2272,general/ip/skills/patent/SKILL.md,general,ok,,ip,ok,,,,,,,
2273,general/ip/skills/patentfamilien-analyse/SKILL.md,general,ok,,ip,ok,,,,,,,
2274,general/ip/skills/pct-application/SKILL.md,general,ok,,ip,ok,,,,,,,
2275,general/ip/skills/portfolio-anthropics/SKILL.md,general,ok,,ip,ok,,,,,,,
2276,general/ip/skills/portfolio-stubbi/SKILL.md,general,ok,,ip,ok,,,,,,,
2277,general/ip/skills/portfolio-zekaisuni/SKILL.md,general,ok,,ip,ok,,,,,,,
2278,general/ip/skills/portfolio/SKILL.md,general,ok,,ip,ok,,,,,,,
2279,general/ip/skills/prior-art-search-wanshuiyin/SKILL.md,general,ok,,ip,ok,,,,,,,
2280,general/ip/skills/prior-art-search/SKILL.md,general,ok,,ip,ok,,,,,,,
2281,general/ip/skills/prior-art-summary/SKILL.md,general,ok,,ip,ok,,,,,,,
2282,general/ip/skills/recherchebericht-erstellen/SKILL.md,general,ok,,ip,ok,,,,,,,
2283,general/ip/skills/royalty-report/SKILL.md,general,ok,,ip,ok,,,,,,,
2284,general/ip/skills/search-prior-art-2/SKILL.md,general,ok,,ip,ok,,,,,,,
2285,general/ip/skills/search-prior-art-3/SKILL.md,general,ok,,ip,ok,,,,,,,
2286,general/ip/skills/search-prior-art-4/SKILL.md,general,ok,,ip,ok,,,,,,,
2287,general/ip/skills/search-prior-art-pjt222/SKILL.md,general,ok,,ip,ok,,,,,,,
2288,general/ip/skills/search-prior-art/SKILL.md,general,ok,,ip,ok,,,,,,,
2289,general/ip/skills/settlement-license-agreement/SKILL.md,general,ok,,ip,ok,,,,,,,
2290,general/ip/skills/specification-writing/SKILL.md,general,ok,,ip,ok,,,,,,,
2291,general/ip/skills/sublicense-agreement/SKILL.md,general,ok,,ip,ok,,,,,,,
2292,general/ip/skills/technology-transfer-agreement/SKILL.md,general,ok,,ip,ok,,,,,,,
2293,general/ip/skills/ueberwachung-konkurrenten/SKILL.md,general,ok,,ip,ok,,,,,,,
2294,general/ip/skills/unionsmarken-anmeldung-euipo/SKILL.md,general,maybe,eu,ip,ok,,Unionsmarke EUIPO (UMV 2017/1001) — право ЕС; jurisdiction мог бы быть eu,yes,подтв: eu,,Unionsmarke EUIPO (VO 2017/1001) — право ЕС,перемещён → eu/ip/skills/unionsmarken-anmeldung-euipo
2295,general/life-sciences/skills/conduct-gxp-audit-2/SKILL.md,general,ok,,life-sciences,ok,,,,,,,
2296,general/life-sciences/skills/conduct-gxp-audit-pjt222/SKILL.md,general,ok,,life-sciences,ok,,,,,,,
